cluster_id	length	description	n_members	member_uniprot_accs
UniRef50_A0A106C1C9	322	Transglycosylase SLT domain-containing protein n=65 Tax=Shewanella TaxID=22 RepID=A0A106C1C9_SHEFR	14	A0A3N4EBZ6,A0A9X1Z919,A0ABQ2R7S7,A0A106C1C9,A0ABT5THS1,A0ABV0FNH2,A0A3G8LVQ9,A0ABM6JJW6,A0ABQ1J6L9,A0ABQ2Q6J8,A0ABT0KQ18,Q083H6,A0ABQ2QLJ3,A0ABT2P0Q0
UniRef50_A0A106NR28	771	Transglycosylase SLT domain-containing protein n=16 Tax=Pseudomonadota TaxID=1224 RepID=A0A106NR28_9BURK	2	A0A225SVQ3,A0A106NR28
UniRef50_A0A106QD92	227	Transglycosylase SLT domain-containing protein n=6 Tax=Burkholderiaceae TaxID=119060 RepID=A0A106QD92_9BURK	2	A0A106QD92,A0AAW3MW49
UniRef50_A0A108D0M5	276	Lysozyme n=7 Tax=Burkholderiaceae TaxID=119060 RepID=A0A108D0M5_9BURK	2	A0A108D0M5,A0A3D8JPB1
UniRef50_A0A108TAN8	439	Membrane-bound lytic murein transglycosylase D n=247 Tax=Bacteria TaxID=2 RepID=A0A108TAN8_BACSE	90	A0A108TAN8,A0A174TBM5,A0A016C078,A0A0E2AU44,A0A0I9S2F7,A0A174EIN3,A0A1H4EYC8,A0A412JRC8,A0A413BAV5,A0A413N0R7,A0A414KSP1,A0A414MAM1,A0A415G027,A0A7J4XPT2,A0A853Q016,A0A926F291,A0AA37I614,A0AAN3D471,A0ABN0BEK0,D5EUW0,K1RJF2,K5BRU1,Q5LHE2,S3YD47,A0A081UA11,A0A1C7GXL4,A0A1G8JCB1,A0A1H4FRH6,A0A3E4UL96,A0A413VVQ2,A0A415PZP8,A0AAE6C062,A0ABM8IEW1,A0ABS9CHH9,A0ABT5H6V2,A0ABU4A9E0,A0ABU5HND7,B0NV33,E1WLF6,I9I9D2,Q64YB0,W4US13,A0A015VA83,A0A0M4BLC3,A0A139L701,A0A1H5RKL3,A0A1Y3YWB9,A0A1Y4PWI9,A0A3L7Z9W4,A0A7X9SAW8,A0A840CZ10,A0A9D2FVX0,A0AB73AQL9,A0ABX2AL12,I9Q3D6,A0A0K6BR94,A0A0M4BQW9,A0A174B0I6,A0A380ZBT4,A0A412DP80,A0A413UV87,A0A4S2AZZ4,A0A4V3RKH6,A0A7J5JYB6,A0A9D5P4R4,A0AAP9ND36,A0ABN0CK13,A0ABR7C8L7,A0ABU3ISL8,E5WXT6,I9VYS3,J9GDN5,A0A015UNV0,A0A015X809,A0A016ATB1,A0A174DHK3,A0A1G6G9T1,A0A1I0PFD5,A0A1M7LU97,A0A1Y4JSN8,A0A415S1R5,A0A6H0KLV6,A0A7J4YIA3,A0A9X9IQ69,A0AAN4N2K7,A0ABM6T5Z4,D4VF53,D6D131,I8XN87,I9ALJ5
UniRef50_A0A108U4E6	194	Phage-encoded peptidoglycan binding protein n=6 Tax=Lysobacter capsici TaxID=435897 RepID=A0A108U4E6_9GAMM	1	A0A108U4E6
UniRef50_A0A108U9E9	145	Transglycosylase SLT domain-containing protein n=3 Tax=Lysobacter capsici TaxID=435897 RepID=A0A108U9E9_9GAMM	1	A0A108U9E9
UniRef50_A0A109B919	469	Membrane-bound lytic murein transglycosylase B n=47 Tax=Hyphomicrobiales TaxID=356 RepID=A0A109B919_HYPSL	7	D8JRG7,A0A109B919,A0ABW4YRY7,A0A1I7MU59,A0A6I3KFP5,N0B309,V5SAL2
UniRef50_A0A109BAW6	925	L,D-TPase catalytic domain-containing protein n=7 Tax=Hyphomicrobium TaxID=81 RepID=A0A109BAW6_HYPSL	2	A0A109BAW6,A0A6I3KNQ5
UniRef50_A0A109BBK3	564	Biosynthetic peptidoglycan transglycosylase n=3 Tax=Hyphomicrobium TaxID=81 RepID=A0A109BBK3_HYPSL	1	A0A109BBK3
UniRef50_A0A109BDQ0	227	Multimodular transpeptidase-transglycosylase n=144 Tax=Pseudomonadota TaxID=1224 RepID=A0A109BDQ0_HYPSL	31	A0A256F0K4,A0AA42H2S8,A0AAV4Z2D6,A0ABN4X4H9,A0A162LUN7,A0A1P8MYQ0,A0A2T0WQ76,A0A4R5PLC7,A0A7V6P929,A0ABD5LTL9,A0ABR6AI45,A0ABU3N4Q4,A0ABX2PB40,A0A0M7ALH3,A0A0M9GMM6,A0A109BDQ0,A0A2S9IY24,A0A552UJS9,A0A0M6Y4S0,A0A1C1YVK0,A0A1I6LLT8,A0A1X7A7B1,A0A2S3V3B8,A0ABT5WNF0,A0ABU0C7K4,A0ABU4AK67,A0ABW3JAJ5,A0ABY8EYW2,A0A1E2S386,A0A850Q8L9,A0A9X3UMX9
UniRef50_A0A109BDW3	759	Multimodular transpeptidase-transglycosylase n=63 Tax=Hyphomicrobiaceae TaxID=45401 RepID=A0A109BDW3_HYPSL	13	V5SGG9,D8JVM8,A0A0D6JK21,A0A109BDW3,A0A397QFE7,A0ABW3JBG3,A0A1E3W9J5,A0A8I1KFY5,A0A1H0SUV7,A0A1I7NB73,A0A6I3KSA1,E3I4J2,N0B3M1
UniRef50_A0A109BHK3	449	Uncharacterized protein n=7 Tax=Hyphomicrobium TaxID=81 RepID=A0A109BHK3_HYPSL	1	A0A109BHK3
UniRef50_A0A109BL19	272	Lysozyme n=1 Tax=Hyphomicrobium sulfonivorans TaxID=121290 RepID=A0A109BL19_HYPSL	1	A0A109BL19
UniRef50_A0A109BL90	415	Membrane-bound lytic murein transglycosylase B n=31 Tax=Hyphomicrobium TaxID=81 RepID=A0A109BL90_HYPSL	5	V5SHD6,A0A109BL90,D8JTD4,A0A1I7MWJ3,N0BG28
UniRef50_A0A109FQ21	765	EF-hand domain-containing protein n=19 Tax=Gammaproteobacteria TaxID=1236 RepID=A0A109FQ21_9PSED	1	A0A109FQ21
UniRef50_A0A109HQB8	229	Lytic murein transglycosylase n=24 Tax=Xanthomonas TaxID=338 RepID=A0A109HQB8_XANCT	11	A0A0K3AA50,A0A1M4IE61,A0A2S6ZJ99,A0A2S7ERD3,A0A0K2ZCX0,A0A199P4C6,A0A514E9P8,A0A0K2ZBQ2,A0A109HQB8,A0A1C3TQZ4,A0ABW9KYV1
UniRef50_A0A109J0T6	75	Lysozyme n=2 Tax=Rhizobium TaxID=379 RepID=A0A109J0T6_9HYPH	1	A0A109J0T6
UniRef50_A0A109J4I1	199	Lysozyme n=185 RepID=A0A109J4I1_9HYPH	28	A0A1Q9A2Q1,A0A212L6W6,A0A7W6CA66,A0A7W6LK45,A0A7W6MIM2,A0ABF7QJ81,D6ZZV7,A0A0D0KR74,A0A1C3XA10,A0A7W9ZXH3,A0A6L6VHC3,A0A6P1YLI4,A0A7K3UKJ0,A0A7Z0J1K0,A0AA92C757,A0ABY1Y5N5,A0A1G4UPU7,A0A6L9U629,A0A7J4X4D8,A0AAE5VRW1,A0A109J4I1,A0A6M1S488,A0A9X2PFP9,A0AA88F7Y9,A0ABU0UQG1,A0ABS5R3L5,A0ABU8KA54,A0ABY1Y7S2
UniRef50_A0A109JVV2	256	Transglycosylase SLT domain-containing protein n=2 Tax=Bradyrhizobium macuxiense TaxID=1755647 RepID=A0A109JVV2_9BRAD	1	A0A109JVV2
UniRef50_A0A109LE06	673	Penicillin-binding protein 1A n=1 Tax=Pseudomonas fluorescens TaxID=294 RepID=A0A109LE06_PSEFL	1	A0A109LE06
UniRef50_A0A109MXA6	1377	Phage tail tape measure protein domain-containing protein n=8 Tax=Bacillaceae TaxID=186817 RepID=A0A109MXA6_9BACI	1	A0A109MXA6
UniRef50_A0A109QXC3	286	Phospholipase n=95 Tax=Microbacteriaceae TaxID=85023 RepID=A0A109QXC3_9MICO	16	A0A0M2GXT3,A0A1B9NHB8,A0A1G6LDL0,A0A7W5CEU6,A0A939TMS0,A0ABU0TU10,A0ABY4C0Y4,A0A1H0LQ96,A0A4Y3QJ27,A0A7D4QEX8,A0ABR8RXS7,A0A2T7VZP7,A0ABX1KCJ7,A0ABU3RZC7,A0ABU3SQL5,A0ABU3T2H6
UniRef50_A0A109RD81	811	Penicillin-binding protein n=7 Tax=Lactobacillales TaxID=186826 RepID=A0A109RD81_9LACT	3	A0A109RD81,A0A2I1MSC1,A0A5N1GNU9
UniRef50_A0A109UGV8	1016	Uncharacterized protein n=1 Tax=Erysipelothrix larvae TaxID=1514105 RepID=A0A109UGV8_9FIRM	1	A0A109UGV8
UniRef50_A0A109W4A5	186	Transglycosylase SLT domain-containing protein n=29 Tax=Desulfovibrio TaxID=872 RepID=A0A109W4A5_9BACT	7	A0A109W4A5,A0ABQ0E5P1,A0ABQ0ECL2,A0ABQ0E5S5,A0A848CI89,A0AA94HTG2,A0A1G7K8T8
UniRef50_A0A109W4B6	359	Transglycosylase n=7 Tax=Desulfovibrio TaxID=872 RepID=A0A109W4B6_9BACT	1	A0A109W4B6
UniRef50_A0A109W4C1	185	Transglycosylase SLT domain-containing protein n=1 Tax=Desulfovibrio fairfieldensis TaxID=44742 RepID=A0A109W4C1_9BACT	1	A0A109W4C1
UniRef50_A0A110AZC3	274	Uncharacterized protein n=2 Tax=Mucilaginibacter gotjawali TaxID=1550579 RepID=A0A110AZC3_9SPHI	2	A0A110AZC3,A0A839S9U8
UniRef50_A0A112QER0	658	Lytic transglycosylase n=301 Tax=Pseudomonadota TaxID=1224 RepID=A0A112QER0_NEIME	48	A0A0U1RJ73,A0A0Y5K617,A0A1X3DG20,A0A2I1XCW4,A0A2P7TZV6,A0A378VJN4,A0A378VNR6,A0AB37KH79,A0ABW8Q3T6,B4RME8,Q9JZ45,A0A112QER0,A0A3N4NA71,A0A7H1M9T3,A0AA44U773,A0ABM6J8U7,E4ZDC1,I2NWB2,I4E594,A0A0C1GWG1,A0A378VXN5,A0A425B5V7,A0A5J6PVE8,A0A930DG84,A0AB74EMC0,A0ABV1JH63,A1KUC6,C6SCN8,C6SK94,D0W180,D0W8V4,A0A220S3N2,A0A7T3BN76,A0A7X2KZM5,A0A9K2KP46,A0AAX2TT14,C6M6F1,D2ZUA5,E0N8K1,E6MZ46,A0A0H5QSR4,A0AA36UJX2,A0AAU8VIM3,A0AAW6ZAV9,A0AB74E9N6,C6S7D9,Q5F901,X5F9T4
UniRef50_A0A117I1C7	236	Transglycosylase SLT domain-containing protein n=10 RepID=A0A117I1C7_PAEAM	3	A0A0K2CN55,A0A117I1C7,A0A0K2CNS6
UniRef50_A0A117IA34	361	Transglycosylase SLT domain-containing protein n=10 Tax=Mycobacteriaceae TaxID=1762 RepID=A0A117IA34_MYCCR	5	A0A1S1K0H2,A0A117IA34,A0ABS4ZS26,A0A1Y0C5I0,A0ABW9LAN7
UniRef50_A0A117LC01	292	Biosynthetic peptidoglycan transglycosylase n=4 Tax=Thermodesulfobacterium TaxID=1740 RepID=A0A117LC01_9BACT	1	A0A117LC01
UniRef50_A0A117N3R5	433	Terminase large subunit gp17-like C-terminal domain-containing protein n=25 Tax=Mesorhizobium TaxID=68287 RepID=A0A117N3R5_RHILI	4	A0A2W7CDZ9,A0A090GCM4,A0A117N3R5,A0ABU5AV21
UniRef50_A0A117PU47	165	Resuscitation-promoting factor core lysozyme-like domain-containing protein n=5 Tax=Streptomycetaceae TaxID=2062 RepID=A0A117PU47_9ACTN	1	A0A117PU47
UniRef50_A0A117Q4P6	333	Peptidase P60 n=33 Tax=Streptomycetaceae TaxID=2062 RepID=A0A117Q4P6_9ACTN	7	A0A117Q4P6,A0A221P8R7,A0ABT5Z7H5,A0ABT0ZKX3,A0ABU2RZF7,A0A931FG66,A0A918IJG8
UniRef50_A0A117SY15	306	Transglycosylase SLT domain-containing protein n=11 Tax=Alicyclobacillaceae TaxID=186823 RepID=A0A117SY15_9BACL	6	A0A853K788,A0A853K800,A0A117SY15,A0A1V4EW28,A0ABW4JFL8,A0A101XQS5
UniRef50_A0A118DLT0	573	Uncharacterized protein n=2 Tax=Burkholderia TaxID=32008 RepID=A0A118DLT0_9BURK	1	A0A118DLT0
UniRef50_A0A118HLM3	216	Glycoside hydrolase family 19 catalytic domain-containing protein n=59 Tax=Burkholderiaceae TaxID=119060 RepID=A0A118HLM3_9BURK	21	A0A158AYY0,A0A158IX19,A0A158KAQ9,A0A1N7S8Z2,A0AAJ4VNN8,A0A158G8G4,A0A7Z7FJ70,A0ABS8K7I0,A0A0P0RQ10,A0A158GNY2,A0A2I8F165,A0A6J5FH05,A0A069PSU2,A0A118HLM3,A0A158IUT9,A0A1V2W3A7,A0A9Q6SAL5,A0ABU8J434,A0A1N7S7M7,A0A7Z7N6S3,A0ABN6JPL8
UniRef50_A0A119HFF8	131	Transglycosylase SLT domain-containing protein n=12 Tax=Betaproteobacteria TaxID=28216 RepID=A0A119HFF8_9BURK	3	A0A2R5F8N3,A0AAW3MVW0,A0A119HFF8
UniRef50_A0A120CY56	742	Soluble lytic murein transglycosylase n=14 Tax=Hyphomicrobium TaxID=81 RepID=A0A120CY56_HYPSL	2	A0A120CY56,A0A6I3KH17
UniRef50_A0A120FQ72	233	Transglycosylase SLT domain-containing protein n=37 Tax=Alphaproteobacteria TaxID=28211 RepID=A0A120FQ72_9BRAD	5	A0A2M6UMW1,A0A7W4I7Y5,A0A5S4YXW9,A0ABX0V4J2,A0A120FQ72
UniRef50_A0A120FS42	174	Lytic transglycosylase n=18 Tax=Bradyrhizobium TaxID=374 RepID=A0A120FS42_9BRAD	3	A0A0R3MXR6,A0A120FS42,A0A0R3KK89
UniRef50_A0A120GP48	215	CwlT-like lysozyme domain-containing protein n=307 Tax=Bacillales TaxID=1385 RepID=A0A120GP48_9BACI	57	A0A160MAF3,A0A1H7WE93,A0A2V2ZSV3,A0A398B226,A0A417YPS1,A0A4R5VIF1,A0A561CWV8,A0A848D587,A0AA95MRS7,A0ABT9Y1A2,A0ABY9VS99,K6DT73,A0A0A8X4L2,A0A0M2T035,A0A120GP48,A0A2N5HJF2,A0A562JRK5,A0A9W4L631,A0AAW7IFR8,A0AAW9NKA4,A0AB94IJY4,A0ABN8KZ59,A0ABU0FR49,A0ABU6NDN6,A0A0M0GFN1,A0A3T0KQU6,A0A427TXD6,A0A433HHT7,A0A4V3GX18,A0A8B5Y647,A0A974NNX0,A0A9X9ET16,A0AA90P3Y8,A0AAN2PHE1,A0ABS7K1D7,W4RKR3,W7KS83,A0A0D6ZEJ0,A0A398B2J2,A0A4R2BKM6,A0A9X8RB18,A0AA46SKD4,A0AAX0RWQ5,A0ABM6XXR0,A0ABW8RF07,A0ABZ2ZNG2,U1WSP3,A0A1B3XP66,A0A223EP99,A0A366JQQ6,A0A6H1NY91,A0A800MVJ5,A0A846TKT0,A0A944GVK6,A0AA90P1R9,A0AAJ1QN03,A0ABX3CQ91
UniRef50_A0A120I873	164	Invasion protein IagB n=36 Tax=Pseudomonadota TaxID=1224 RepID=A0A120I873_PSEAA	12	A0A1V2JM01,A0A267AMA6,A0A7Y8RQ44,A0ABX4YCC5,A0A7Y8CI32,A0A1X0W9H4,A0A7Y7Y068,A0A9E6PKA4,A0ABY0FB84,A0A120I873,A0A7Y7X6U6,A0AA40X6K9
UniRef50_A0A120MXU3	261	Membrane-bound lytic murein transglycosylase D n=149 Tax=Mucilaginibacter TaxID=423349 RepID=A0A120MXU3_9SPHI	55	A0A2H9VQC1,A0A316GZA0,A0A562UBQ2,A0A563UG56,A0A5B8W9E2,A0A926NT07,A0A934PRV7,A0ABP8GA70,A0ABR7XCE1,A0ABR9XL36,A0ABY7T5Q7,A0A120MXU3,A0A1H8CTL7,A0A4Y8S8B7,A0A556MTU3,A0A965ZEV8,A0ABP9FFW9,A0ABR7WT50,A0ABW5XK07,A0A1G7FYL8,A0A1S9PCJ0,A0A223NTB2,A0A2T5JCQ9,A0A372NUS9,A0A3E2NL07,A0A494W1J2,A0A495J932,A0A563UBL6,A0ABP7PSQ9,A0ABR6PEU5,A0ABS8U5Z5,A0ABW2YX49,A0ABZ0TMU0,A0A1Q6A323,A0A367GMJ1,A0A3S3W6H6,A0A4Y8AB58,A0A5C1I780,A0A841JMF5,A0ABP7WQ08,A0A1G8B3U0,A0A1H2C1M0,A0A4Q5LGM6,A0A5B8UTJ9,A0A7D4UGV1,A0A7K1SW09,A0A839SNZ6,A0ABT1T5Q8,A0ABU1T9U4,A0ABV6LH92,A0ABW2ZIL4,A0ABW3AWQ9,A0ABW5YDY3,A0ABX1VZM5,H1Y2V0
UniRef50_A0A124EPB9	108	Resuscitation-promoting factor core lysozyme-like domain-containing protein n=125 Tax=Actinomycetes TaxID=1760 RepID=A0A124EPB9_9MYCO	70	A0A124EPB9,A0A0J6ZGE1,A0A0U1B2R8,A0A1H6KCM4,A0A1S1M6V8,A0A4R8SBI1,A0A4V6PMN6,A0A5Q5BMK7,A0A6N4W988,A0A7G8PB77,A0A829QAJ8,A0A9Q7SD44,A0A9X3BUF9,A0A9X3C3B7,A0AAD1IH14,A0ABT8UB70,B1MMX0,L7L6F7,A0A1A0MIN7,A0A1A3GUV9,A0A1E3RN40,A0A1X1TCY3,A0A2A7N0L4,A0A5Q5CJ45,A0A6S6P6H3,A0A829HW85,A0ABN5Z1P7,A0ABQ4VGV4,A0ABT3C7M7,A0ABY3U6F0,W9ATJ0,A0A0D1L8C9,A0A179VBN3,A0A1G4V6P9,A0A1S1LF10,A0A1X0IMT0,A0A2S0KIB2,A0A4R8R7Z9,A0A502EJF8,A0A6N4VBH7,A0A7I7ZLI8,A0A829PNF3,A0A829Q8W9,A0A9X3BWZ9,A0AB33A8X1,A0ABV4UQX6,A0ABX6ILJ2,A0A0J6Y4K5,A0A0S1T0I6,A0A1E3S286,A0A1N3IMH1,A0A1Q4HL71,A0A544W876,A0A7V8LRJ3,A0A829MCP8,A0A8H2JAF7,A0AAW5STD1,A0ABX3BY24,A1UJ23,X8DTX9,A0A1T3VXK0,A0A1U4L014,A0A1X0BXR0,A0A1Z4EVC7,A0A4R8RXZ3,A0A7I7QY74,A0A8E4RAN6,A0AAD1ITI6,A0ABP6L8N7,A0ABV3DU47
UniRef50_A0A124FN16	1223	Penicillin-binding protein n=4 Tax=Anaerolineales TaxID=292629 RepID=A0A124FN16_9CHLR	3	A0A124FN16,A0A8J6TK58,A0A347ZW40
UniRef50_A0A124FTY6	373	Uncharacterized protein (Fragment) n=1 Tax=candidate division WS6 bacterium 36_33 TaxID=1641388 RepID=A0A124FTY6_9BACT	1	A0A124FTY6
UniRef50_A0A124FX60	201	Mannosyl-glycoprotein endo-beta-N-acetylglucosamidase-like domain-containing protein n=1 Tax=candidate division WS6 bacterium 34_10 TaxID=1641389 RepID=A0A124FX60_9BACT	1	A0A124FX60
UniRef50_A0A124IWF0	171	Transglycosylase SLT domain-containing protein n=3 Tax=Alicyclobacillaceae TaxID=186823 RepID=A0A124IWF0_9BACL	2	A0ABY4CQ99,A0A124IWF0
UniRef50_A0A124JUF5	214	Lysozyme n=2 Tax=Novosphingobium TaxID=165696 RepID=A0A124JUF5_9SPHN	1	A0A124JUF5
UniRef50_A0A124PZK7	207	Chitin-binding, type 1 n=1 Tax=Cynara cardunculus var. scolymus TaxID=59895 RepID=A0A124PZK7_CYNCS	1	A0A124PZK7
UniRef50_A0A125MMK7	117	Glycosyl transferase family 51 domain-containing protein n=1 Tax=Lysobacter capsici AZ78 TaxID=1444315 RepID=A0A125MMK7_9GAMM	1	A0A125MMK7
UniRef50_A0A125TZR9	468	Membrane-bound lytic murein transglycosylase D n=822 Tax=Bacteria TaxID=2 RepID=A0A125TZR9_9GAMM	160	A0A1Y6H920,A0A125TZR9,A0A098Q2K7,A0A1W1H0Y0,A0A2S7DL89,A0A2U9TBL6,A0A2W6HWC9,A0A372DKF5,A0A514BT26,A0A562L7F6,A0A5C5U6A2,A0A7Z2V8B3,A0A918Z485,A0A9Q9J5K1,A0A9X6BJC1,A0AA47IBG7,A0AAI9C542,A0AAP0ZLJ1,A0AAU0B6C4,A0AAU7PBJ3,A0AAW3U784,A0AB34QCP5,A0AB73NUV8,A0ABP9DY51,A0ABQ6QDK6,A0ABT0A540,A0ABT0MGR1,A0ABT8QA17,A0ABU1CJ09,B2FR56,A0A0R0AZU2,A0A0R0CAF1,A0A0S1AX44,A0A2S7D8H0,A0A2S7DHC4,A0A3D8VBS6,A0A4U5JTT1,A0A4Z1R6Q5,A0A508B3U3,A0A7Z0QTX4,A0A837B4Y1,A0A9X4H659,A0AA89W6M5,A0AAD0BQR8,A0AAI9C9L9,A0AAJ2WKX5,A0AAJ2X4H4,A0AAX0HUN6,A0AB33CL28,A0AB34QE45,A0ABD7C853,A0ABN6FXA3,A0ABS0B4M8,A0ABS8HHW6,A0ABS8NWW4,A0ABT2XIT9,A0ABT6JF96,A0ABT6MVZ9,A0ABV4HT57,A0ABV7USJ7,A0ABW0SKS4,A0ABX3LUW4,A0ABY7Y3I6,A0A0G8ZC09,A0A0L8AA77,A0A0R0CPF6,A0A1A6XHQ5,A0A1A6XU64,A0A1V9GXE6,A0A246KWS6,A0A286CV69,A0A2J0SR26,A0A3E1KHV6,A0A3M8SUC4,A0A6V7D2I1,A0A6V7FC70,A0A7G9T8C4,A0A7H0G189,A0A7W3U566,A0A7W3Y6G0,A0A853JG07,A0A8I1XJU1,A0AA44YYR9,A0AAI9CK30,A0AAJ0IYH8,A0AAJ2JB75,A0AAJ6KMB7,A0AAP7L0F4,A0AAU8MKA5,A0AB34P8I1,A0AB34TMY0,A0ABM7Q230,A0ABN6GSZ9,A0ABP7MFR4,A0ABR6JIX4,A0ABS7T470,A0ABS8LP64,A0ABU1RU35,A0ABV0C504,A0ABV7RRE7,A0ABV7XLY9,A0ABW7CZ76,A0ABX6RBC2,Q5H429,A0A0P6VEJ3,A0A1A9MDI5,A0A2J0UGZ6,A0A2S7BYB2,A0A2S7CVR9,A0A2S7EN87,A0A371K1V4,A0A3S0K9G7,A0A508APU3,A0A6V7E9X3,A0A6V7EA84,A0A7Z7NIC8,A0A836ZQB9,A0AAE8F6V1,A0AAP5C454,A0AAW4GEQ3,A0AAX4FGM7,A0ABD7S999,A0ABN6ULM5,A0ABR5NPH1,A0ABU5MDR5,A0ABU9J144,A0ABX3M5X6,B0RTF0,B4SLN6,F0BAM0,Q8PBY1,A0A0H2XAE7,A0A0K0GPD3,A0A0R0A0A4,A0A0U5FC25,A0A1C3NGW8,A0A1T1NTT8,A0A1T5LT10,A0A246IDS4,A0A2N3RJW1,A0A5D4XVH3,A0A854CPS7,A0AA40Y2D1,A0AA40Y953,A0AAI7ZDT8,A0AAJ5MA95,A0AAW4RPY7,A0AAX1I9C6,A0AB33F4V2,A0ABP9LM99,A0ABQ6T243,A0ABS9HX44,A0ABT6JAB9,A0ABT6XGQ1,A0ABU1VL14,A0ABU1WFF5,A0ABU8D0X1,A0ABY7YF47,G7TFX6,Q3BWP6
UniRef50_A0A126H9U3	158	Transglycosylase SLT domain-containing protein n=3 Tax=Viruses TaxID=10239 RepID=A0A126H9U3_9CAUD	3	A0A126H9U3,C7T210,A0A8S5RMK4
UniRef50_A0A126V243	88	Lysozyme n=5 Tax=Rhodobacterales TaxID=204455 RepID=A0A126V243_9RHOB	1	A0A126V243
UniRef50_A0A126V4K3	250	Uncharacterized protein n=4 Tax=Falsihalocynthiibacter TaxID=2854182 RepID=A0A126V4K3_9RHOB	1	A0A126V4K3
UniRef50_A0A126VF90	200	peptidoglycan lytic exotransglycosylase n=244 Tax=Enterobacterales TaxID=91347 RepID=A0A126VF90_SERRU	75	A0A097QZZ4,A0A1C3HJ60,A0A240CB57,A0A4Q9EY54,A0A515D498,A0A656VIX2,A0AA46KA35,A0AAJ2D5L3,A0AAW3WL27,A0A2X4UZD0,A0A4R3Z428,A0AAU8P5K4,A8GJN7,A0A0G3SPS2,A0A0M2N8F5,A0A2I5T822,A0A379YIJ1,A0A502GB53,A0A5Q2VCW2,A0A7U0N2N0,A0AA92X2V7,A0AAE7EFP7,A0AAP8PEY4,A0AAW6XCU4,C5B8Q4,A0A0H3F993,A0A1Q4NVL7,A0A2A2MHB0,A0A379ZXC4,A0A419N8J5,A0A443ID72,A0A447KR79,A0A448T708,A0A559T6F9,A0A9C7QRE7,A0A9X8YLC8,A0AA91IMI3,A0AAT9EU31,G9YCU5,A0A076LKJ3,A0A0H3DVH8,A0A126VF90,A0A2L1UNH7,A0A3E2EDH2,A0A6M2B0Z8,A0A9X9G163,A0AAP8TX56,A0AAQ3C1T9,A0ABD3ZHC0,D4E0T6,H2J002,S4YT63,A0A1G5IJA7,A0ABS0M0S3,A0ABV6EH31,A0ABY8SC64,A0ABD5IL85,A0ABD6HUV6,A0ABT0KBH4,A0ABY5CRI8,A0ABS0DQ36,A0ABV3UNC6,A0ABX6GNF4,A0ABS0E7G7,A0ABS8J0Z7,A0ABX9NYG3,A0ABY8GHK8,A0ABC9IML2,A0ABD5BNE7,A0ABD5LSE1,A0ABR4UDH9,A0ABT8LWT3,A0ABW8QNS2,A0ABX5N8N1,A0ABX9PZ39
UniRef50_A0A127A158	449	Transglycosylase n=42 Tax=Micrococcaceae TaxID=1268 RepID=A0A127A158_9MICC	9	A0ABS1K5E4,A0A0B2AFW6,A0ABS9U2G2,A0ABT9RVP4,A0A127A158,A0ABM7PU46,A0ABU5T4G0,A0ABN3C1U4,A0AB39L6N7
UniRef50_A0A127AVH5	1636	Transglycosylase SLT domain-containing protein n=14 Tax=Pradovirus TaxID=1985733 RepID=A0A127AVH5_9CAUD	14	A0A1I9L2B5,A0ABZ2GUZ5,A0A127AVH5,A0A5B9NCA6,A0AAX3EZ80,A0A9X9NYQ8,A0A9X9NZ20,A0AAX3C0X7,V5Q7W5,A0A5Q2UBW2,A0A976SGS6,A0A127AVP0,A0A249XLI1,A0AAE8YJ45
UniRef50_A0A127AVL7	184	Endolysin n=11 Tax=Pradovirus TaxID=1985733 RepID=A0A127AVL7_9CAUD	11	A0A127AVL7,A0A5Q2U7B2,A0A5B9N7V9,A0A127AVJ5,A0AAF0AIK2,A0A249XLS0,A0AAX3F1C7,A0AAE9VLT0,A0AAX3C162,A0A1I9L2C4,A0AAE8YJ27
UniRef50_A0A127F5R2	667	LysM domain-containing protein n=14 Tax=Steroidobacteraceae TaxID=2689614 RepID=A0A127F5R2_STEDE	5	A0A127F5R2,A0ABS1X319,A0ABV8STM8,A0A829YDC7,A0A841HTX2
UniRef50_A0A127F798	189	Transglycosylase SLT domain-containing protein n=13 Tax=Steroidobacteraceae TaxID=2689614 RepID=A0A127F798_STEDE	5	A0A829YMD2,A0A841HEY0,A0ABV8T634,A0A127F798,A0ABS1X675
UniRef50_A0A127F7I2	506	LysM domain-containing protein n=13 Tax=Steroidobacteraceae TaxID=2689614 RepID=A0A127F7I2_STEDE	5	A0A829YGE9,A0A841HFP1,A0A127F7I2,A0ABS1WYU3,A0ABV8T0M7
UniRef50_A0A127F7X5	683	Soluble lytic murein transglycosylase n=15 Tax=Steroidobacteraceae TaxID=2689614 RepID=A0A127F7X5_STEDE	5	A0A127F7X5,A0A829YD46,A0ABS1X3B1,A0ABV8SU66,A0A841HS56
UniRef50_A0A127F8G8	336	Transglycosylase SLT domain-containing protein n=15 Tax=Gammaproteobacteria TaxID=1236 RepID=A0A127F8G8_STEDE	6	A0A127F8G8,A0ABS1X5K4,A0A841HNF0,A0ABV8SLD8,A0A193LHE4,A0A829YKL5
UniRef50_A0A127FCY8	825	Penicillin-binding protein 1A n=13 Tax=Steroidobacteraceae TaxID=2689614 RepID=A0A127FCY8_STEDE	5	A0A127FCY8,A0A829Y559,A0A841HIZ4,A0ABV8SRD7,A0ABS1WSY8
UniRef50_A0A127I4X5	204	Peptidase n=8 Tax=Pseudomonas TaxID=286 RepID=A0A127I4X5_PSEAZ	4	A0A4Z0AQM0,A0ABX2QPB7,A0A127I4X5,A0A2S9E8L3
